RMIN_LOC
0.846082
0.264178
0.240962
0.241459
0.538949
0.734223
0.632113
0.43571
0.283858
0.20839
0.21693
0.548078
0.362224
0.718663
0.692721
0.61352
0.700997
0.396217
0.220863
0.360182
0.350024
0.308751
0.283969
0.147635
0.499289
0.203075
0.328573
0.325337
0.426823
0.584762
0.314507
0.396207
0.324727
0.297006
0.407721
0.354011
0.528684
0.430899
0.929443
0.412257
0.414799
0.330968
0.465432
0.851663
0.167937
0.464074
0.180407
0.489685
0.380444
0.539424
0.433501
0.57433
0.514313
0.606501
0.529925
0.296905
0.726051
0.659681
0.425206
0.297863
0.469121
0.354675
0.37144
0.410983
0.413299
0.632014
0.1999
0.334627
0.461737
0.497167
0.308238
0.295189
0.284119
0.497761
0.393838
0.374718
0.956981
0.541345
0.846082
0.264178
0.240962
0.241459
0.538949
0.734223
0.632113
0.43571
0.283858
0.20839
0.21693
0.548078
0.362224
0.718663
0.692721
0.61352
0.700997
0.396217
0.220863
0.360182
0.350024
0.308751
0.283969
0.147635
0.499289
0.203075
0.328573
0.325337
0.426823
0.584762
0.314507
0.396207
0.324727
0.297006
0.407721
0.354011
0.528684
0.430899
0.929443
0.412257
0.414799
0.330968
0.465432
0.851663
0.167937
0.464074
0.180407
0.489685
0.380444
0.539424
0.433501
0.57433
0.514313
0.606501
0.529925
0.296905
0.726051
0.659681
0.425206
0.297863
0.469121
0.354675
0.37144
0.410983
0.413299
0.632014
0.1999
0.334627
0.461737
0.497167
0.308238
0.295189
0.284119
0.497761
0.393838
0.374718
0.956981
0.541345
