VPAR_SHEAR_1
1.68279
1.0783
-0.505907
1.36995
-0.583792
-0.0220683
0.877057
1.7675
-0.208952
1.95442
0.902778
0.163543
0.800928
0.333246
1.73336
-1.23294
-1.18582
-0.360995
1.18135
0.666534
1.34515
0.586123
0.270264
1.42625
1.45656
0.978486
0.472338
0.940006
0.651154
0.828858
-0.0490528
0.534855
0.586809
0.944602
0.108473
1.76501
-0.285519
-0.72805
0.0250191
1.32235
-0.908032
-0.450461
0.181012
0.698453
1.57337
-1.1788
0.919786
0.208659
0.389928
0.456993
-0.310983
-1.68047
0.261382
1.03485
0.869995
-0.449634
1.33846
0.832326
0.182137
-0.152156
0.3598
1.87635
-0.821232
1.44248
0.332272
0.169293
1.0974
1.77564
-0.53786
0.375944
0.541478
0.595855
-0.237466
0.551952
2.30689
0.271135
1.55386
-0.385987
1.68279
1.0783
-0.505907
1.36995
-0.583792
-0.0220683
0.877057
1.7675
-0.208952
1.95442
0.902778
0.163543
0.800928
0.333246
1.73336
-1.23294
-1.18582
-0.360995
1.18135
0.666534
1.34515
0.586123
0.270264
1.42625
1.45656
0.978486
0.472338
0.940006
0.651154
0.828858
-0.0490528
0.534855
0.586809
0.944602
0.108473
1.76501
-0.285519
-0.72805
0.0250191
1.32235
-0.908032
-0.450461
0.181012
0.698453
1.57337
-1.1788
0.919786
0.208659
0.389928
0.456993
-0.310983
-1.68047
0.261382
1.03485
0.869995
-0.449634
1.33846
0.832326
0.182137
-0.152156
0.3598
1.87635
-0.821232
1.44248
0.332272
0.169293
1.0974
1.77564
-0.53786
0.375944
0.541478
0.595855
-0.237466
0.551952
2.30689
0.271135
1.55386
-0.385987
