RLTS_3
2.83696
2.91676
-0.5947
1.35451
0.978023
1.23399
1.66693
3.17815
0.258444
2.10772
1.54484
2.54852
0.639307
0.831911
2.17151
1.81358
2.43049
2.19302
1.88984
0.879413
2.62709
3.22712
2.70818
-1.23609
1.93396
0.168693
1.25023
1.34359
2.81184
1.99901
1.33289
-0.369808
1.29473
1.51014
0.806745
3.0671
1.57456
-0.566183
2.7733
0.34153
2.78558
1.42018
1.45179
2.17644
0.924124
0.606998
3.42083
1.15266
2.03019
1.4624
1.30244
2.85867
3.56244
2.21195
2.90872
1.39289
3.08916
3.78636
2.81409
2.43171
1.8041
2.95417
0.803631
-0.177402
0.329037
2.1623
2.24381
4.40518
1.04707
3.19454
1.83972
3.08831
1.84603
-0.769733
1.3835
1.84974
3.34166
3.11728
2.83696
2.91676
-0.5947
1.35451
0.978023
1.23399
1.66693
3.17815
0.258444
2.10772
1.54484
2.54852
0.639307
0.831911
2.17151
1.81358
2.43049
2.19302
1.88984
0.879413
2.62709
3.22712
2.70818
-1.23609
1.93396
0.168693
1.25023
1.34359
2.81184
1.99901
1.33289
-0.369808
1.29473
1.51014
0.806745
3.0671
1.57456
-0.566183
2.7733
0.34153
2.78558
1.42018
1.45179
2.17644
0.924124
0.606998
3.42083
1.15266
2.03019
1.4624
1.30244
2.85867
3.56244
2.21195
2.90872
1.39289
3.08916
3.78636
2.81409
2.43171
1.8041
2.95417
0.803631
-0.177402
0.329037
2.1623
2.24381
4.40518
1.04707
3.19454
1.83972
3.08831
1.84603
-0.769733
1.3835
1.84974
3.34166
3.11728
