P_PRIME_LOC
-0.0127808
-0.0101618
-0.00832355
-0.000237494
-0.00482384
-0.00599193
0.0122064
-0.00298953
-0.00558285
0.00653429
-0.00556686
-8.98274e-05
-0.000950972
-0.00869352
-0.0019842
0.00301527
-0.00132288
0.010439
-0.0170237
-0.006991
-0.0198799
0.0103857
-0.0100559
-0.000478567
-0.00130849
-0.0070341
0.00727025
0.0070759
0.00174337
0.000910478
-0.0063003
-0.00301741
-0.0178084
0.00438659
0.000295526
-0.00325114
-0.00680888
-0.00524278
-0.00905825
0.00106291
0.00670348
-0.0113535
0.0038718
-0.00301472
-0.00811369
-0.0087229
-0.00229049
-0.00551477
-0.00172258
-0.00194678
-0.00647128
-0.00798693
-0.00495124
-0.000416412
-0.0165102
-0.00297502
0.00596282
-0.0234295
-0.000792897
-0.00302644
-0.00833965
-0.00323107
-0.00204807
-0.0109427
0.000944963
0.00643473
-0.00301388
0.00199436
-0.00981155
-0.00430992
0.0050868
-0.0126006
-0.008879
-0.00235472
-0.00557957
-0.00857589
-0.00679951
-0.00293424
-0.0127808
-0.0101618
-0.00832355
-0.000237494
-0.00482384
-0.00599193
0.0122064
-0.00298953
-0.00558285
0.00653429
-0.00556686
-8.98274e-05
-0.000950972
-0.00869352
-0.0019842
0.00301527
-0.00132288
0.010439
-0.0170237
-0.006991
-0.0198799
0.0103857
-0.0100559
-0.000478567
-0.00130849
-0.0070341
0.00727025
0.0070759
0.00174337
0.000910478
-0.0063003
-0.00301741
-0.0178084
0.00438659
0.000295526
-0.00325114
-0.00680888
-0.00524278
-0.00905825
0.00106291
0.00670348
-0.0113535
0.0038718
-0.00301472
-0.00811369
-0.0087229
-0.00229049
-0.00551477
-0.00172258
-0.00194678
-0.00647128
-0.00798693
-0.00495124
-0.000416412
-0.0165102
-0.00297502
0.00596282
-0.0234295
-0.000792897
-0.00302644
-0.00833965
-0.00323107
-0.00204807
-0.0109427
0.000944963
0.00643473
-0.00301388
0.00199436
-0.00981155
-0.00430992
0.0050868
-0.0126006
-0.008879
-0.00235472
-0.00557957
-0.00857589
-0.00679951
-0.00293424
