RLTS_2
3.10124
2.00985
2.66266
2.10882
2.18959
1.00167
1.25977
1.09024
2.34811
1.35331
1.92827
2.91564
-0.676836
3.29607
1.12261
3.23306
2.99449
0.441418
2.11193
0.839264
0.331258
-0.0442767
2.50893
1.9491
2.42052
1.9061
0.771597
1.44684
3.26492
4.42133
0.68242
1.80433
0.98982
1.52754
0.536347
1.33071
2.12394
3.24004
2.27439
0.301279
1.79361
4.25829
2.91263
3.22082
3.08835
2.51618
0.732718
0.967931
1.86337
0.878551
1.81351
3.10369
-0.0741381
0.306801
1.67225
1.41907
1.27865
2.06894
2.70924
4.20513
2.23089
0.746466
0.0374311
1.83766
1.94152
1.74702
2.08958
1.85186
2.38919
1.75823
1.90521
1.02447
2.56233
2.12007
1.05781
3.77687
0.913594
1.81202
3.10124
2.00985
2.66266
2.10882
2.18959
1.00167
1.25977
1.09024
2.34811
1.35331
1.92827
2.91564
-0.676836
3.29607
1.12261
3.23306
2.99449
0.441418
2.11193
0.839264
0.331258
-0.0442767
2.50893
1.9491
2.42052
1.9061
0.771597
1.44684
3.26492
4.42133
0.68242
1.80433
0.98982
1.52754
0.536347
1.33071
2.12394
3.24004
2.27439
0.301279
1.79361
4.25829
2.91263
3.22082
3.08835
2.51618
0.732718
0.967931
1.86337
0.878551
1.81351
3.10369
-0.0741381
0.306801
1.67225
1.41907
1.27865
2.06894
2.70924
4.20513
2.23089
0.746466
0.0374311
1.83766
1.94152
1.74702
2.08958
1.85186
2.38919
1.75823
1.90521
1.02447
2.56233
2.12007
1.05781
3.77687
0.913594
1.81202
