DRMAJDX_LOC
-0.144147
-0.103105
-0.0837565
-0.216305
-0.117408
-0.212991
-0.162139
-0.127482
-0.0732784
-0.258633
-0.200366
-0.158293
-0.197335
-0.231872
-0.169896
-0.240407
-0.132244
-0.254619
-0.0348345
-0.140815
-0.0524293
-0.121086
-0.0869871
0.0775687
-0.267822
-0.123249
-0.211402
0.0243226
-0.103138
-0.0867099
-0.154036
-0.131588
-0.11462
-0.0923391
-0.219555
-0.166029
-0.205726
-0.219659
-0.195939
-0.0973723
-0.135998
-0.115559
-0.145323
-0.117234
-0.0516272
-0.0770087
-0.168724
-0.21169
-0.208105
-0.195213
-0.108366
-0.217691
-0.0678498
-0.196536
-0.121194
-0.0562327
-0.0684201
-0.0543753
0.0988786
-0.15216
-0.172718
-0.257275
-0.159695
-0.112834
-0.220758
-0.134959
-0.0520059
-0.259933
-0.0298818
-0.0941846
-0.104829
-0.218826
-0.298673
-0.0475258
-0.039307
-0.104477
-0.165607
-0.171728
-0.144147
-0.103105
-0.0837565
-0.216305
-0.117408
-0.212991
-0.162139
-0.127482
-0.0732784
-0.258633
-0.200366
-0.158293
-0.197335
-0.231872
-0.169896
-0.240407
-0.132244
-0.254619
-0.0348345
-0.140815
-0.0524293
-0.121086
-0.0869871
0.0775687
-0.267822
-0.123249
-0.211402
0.0243226
-0.103138
-0.0867099
-0.154036
-0.131588
-0.11462
-0.0923391
-0.219555
-0.166029
-0.205726
-0.219659
-0.195939
-0.0973723
-0.135998
-0.115559
-0.145323
-0.117234
-0.0516272
-0.0770087
-0.168724
-0.21169
-0.208105
-0.195213
-0.108366
-0.217691
-0.0678498
-0.196536
-0.121194
-0.0562327
-0.0684201
-0.0543753
0.0988786
-0.15216
-0.172718
-0.257275
-0.159695
-0.112834
-0.220758
-0.134959
-0.0520059
-0.259933
-0.0298818
-0.0941846
-0.104829
-0.218826
-0.298673
-0.0475258
-0.039307
-0.104477
-0.165607
-0.171728
