ZMAJ_LOC
0.0238501
-0.00653953
0.113651
0.132718
-0.0355276
-0.0177407
-0.0689179
0.058894
-0.0720299
-0.10511
-0.0860385
0.0373785
0.0872816
0.0601041
0.161058
-0.127538
-0.0433314
-0.028678
0.037651
-0.114935
0.0799607
-0.0468468
0.00975172
-0.0460942
-0.0974298
0.063829
-0.0597771
-0.0289488
0.0363658
0.14655
-0.120702
-0.0544298
0.0266543
-0.001084
0.129564
0.0316124
0.00646519
0.0256407
-0.163775
-0.0612835
-0.0058943
-0.0260102
0.0160478
0.0487758
-0.138766
-0.0352278
-0.11805
0.0588312
0.0719125
0.000993227
-0.130854
0.0464882
-0.107495
-0.108197
-0.0999852
0.0346808
-0.00679866
-0.0149939
0.0702367
-0.127897
-0.0514585
0.0810603
-0.0525475
0.0597027
0.0134388
-0.0227141
-0.0216076
0.00737848
-0.0344567
0.041059
-0.0049431
0.124603
-0.0627957
0.0940198
-0.127282
0.100999
0.180579
0.1456
0.0238501
-0.00653953
0.113651
0.132718
-0.0355276
-0.0177407
-0.0689179
0.058894
-0.0720299
-0.10511
-0.0860385
0.0373785
0.0872816
0.0601041
0.161058
-0.127538
-0.0433314
-0.028678
0.037651
-0.114935
0.0799607
-0.0468468
0.00975172
-0.0460942
-0.0974298
0.063829
-0.0597771
-0.0289488
0.0363658
0.14655
-0.120702
-0.0544298
0.0266543
-0.001084
0.129564
0.0316124
0.00646519
0.0256407
-0.163775
-0.0612835
-0.0058943
-0.0260102
0.0160478
0.0487758
-0.138766
-0.0352278
-0.11805
0.0588312
0.0719125
0.000993227
-0.130854
0.0464882
-0.107495
-0.108197
-0.0999852
0.0346808
-0.00679866
-0.0149939
0.0702367
-0.127897
-0.0514585
0.0810603
-0.0525475
0.0597027
0.0134388
-0.0227141
-0.0216076
0.00737848
-0.0344567
0.041059
-0.0049431
0.124603
-0.0627957
0.0940198
-0.127282
0.100999
0.180579
0.1456
