RLNS_1
0.85824
-1.59787
-2.64342
1.20001
-0.225098
-1.83145
2.52321
-0.0805453
0.792024
1.67076
1.22254
1.08942
1.13721
1.14506
2.42968
2.30911
3.40603
2.56638
1.3185
2.09359
-1.03351
-0.229763
1.81271
0.290086
-0.0918372
1.64426
-2.12696
0.872467
2.93559
2.20463
-1.98554
1.01159
-0.999471
0.789731
-0.449954
0.834424
0.986596
1.93049
0.878588
0.985391
1.33043
1.0674
0.906871
3.12814
0.655064
-0.590574
-0.485625
1.12225
2.44188
1.21897
2.1984
-0.187297
-0.163588
0.241539
0.340905
-0.770009
0.83119
-0.323518
0.188529
3.13859
-0.873745
2.04156
0.120477
1.58009
0.888798
2.6741
0.886543
0.0
1.70501
2.74602
1.02127
2.40433
