VEXB_SHEAR
-0.225877
-0.00705484
-0.117467
-0.0682813
0.0952804
0.0317019
-0.106868
-0.0592714
-0.0782045
-0.0411699
0.0246169
0.0483644
-0.0452839
0.0965091
0.00831159
-0.0503397
-0.0469846
0.0679164
-0.0612446
-0.0869387
0.0489208
-0.134656
-0.0392781
-0.12209
-0.107769
-0.0520541
0.00720967
-0.0336715
-0.0990484
-0.0725928
-0.0974213
0.0365399
-0.132037
-0.0647302
0.0118441
0.00995543
-0.0267047
0.00753474
0.0229253
0.168145
-0.0916659
0.0387772
-0.0532195
0.00213949
-0.155285
-0.0292754
-0.0447959
0.0203676
-0.0950879
0.00136241
-0.0348978
0.00419603
0.0153555
-0.0384056
-0.130286
-0.10127
-4.13763e-05
-0.0805373
-0.116752
-0.025713
0.0243005
0.0182478
-0.0883014
0.0309363
-0.0105048
0.013758
0.0251163
0.0
0.0251827
-0.00489953
0.0866586
-0.0552212
