RLNS_2
1.0016037
-1.6632172
-3.5475378
1.3549874
-0.3512235
-2.054937
2.688945
0.37875938
0.28005105
1.5453509
2.5858207
1.2154074
1.9021753
0.25808507
3.7137468
3.066663
3.6825366
2.7557921
1.5477383
2.6255999
-1.3593799
-0.99528265
1.9007027
0.3604589
-0.5578317
1.8215528
-2.0895784
0.7089904
4.908044
2.6895037
-2.1422048
1.9918617
-1.0089029
0.912926
-0.70696115
0.9253446
1.2993354
2.308742
0.8372333
1.1702002
1.3704436
2.192146
1.1701288
3.2216642
0.77733755
-0.5089148
-0.46209416
1.1064246
2.2845862
1.7674199
2.358718
-0.17214999
-1.1441431
0.6772047
0.28573063
-1.505001
1.0376025
-0.56189585
0.30956426
4.654064
-0.8729619
2.6931565
0.3193488
1.5515404
0.6504931
3.294879
0.44740728
0.0
4.5439067
3.6221879
1.3305731
4.287256
