TAUS_3
0.981584
1.42833
1.2564
1.25723
1.0832
0.931704
0.930424
1.03404
1.69593
1.40285
1.90683
1.57024
0.619204
1.53912
1.30279
0.635616
1.19806
1.16924
1.34678
1.13308
1.32102
1.35673
1.34387
0.837788
1.0184
1.11807
0.863765
1.00191
0.940772
1.16389
0.964943
1.48753
1.52009
1.01512
1.27757
1.44887
1.61424
0.748572
2.08889
0.161163
1.84828
1.36391
0.810002
1.50326
1.18266
1.56159
1.63028
1.00407
0.489523
1.59954
1.34453
1.28918
1.50483
1.04279
1.35845
1.57896
0.776349
1.50818
1.00129
1.05964
1.40289
1.46067
0.995629
0.363817
1.34455
0.983187
1.71466
0.0
1.50175
1.19166
0.723699
1.15082
