ZETA_LOC
-0.000615817
-0.0136374
0.00594674
-0.0116184
-0.00604613
-0.00294139
-0.0116625
-0.009939
0.00307368
0.00806492
0.00270292
-0.00560674
-0.0178113
-0.0224862
-0.0114351
0.0137016
-0.0399354
-0.00906695
-0.0214442
-0.00574823
-0.0248595
-0.0103299
1.81261e-05
-0.0246478
-0.00642824
-0.00520054
0.00249387
-0.00316378
-0.00920946
-0.00594179
-0.0235525
-0.0178541
0.0011849
-0.000789161
0.00686419
-0.0114708
-0.0223314
-0.0191111
-0.0114338
-0.0287244
-0.00223675
-0.0256782
-0.01584
-0.0252568
-0.0132401
-0.0113528
-0.0176215
-1.09352e-05
0.0055585
-0.00171715
-0.0155692
-0.0190166
-0.0117423
-0.00544203
-0.00236577
-0.0122514
-0.0156135
-0.0120256
-0.0176595
-0.0162267
-0.0157783
-0.0109544
-0.0123598
-0.029261
0.00483809
-0.00835284
-0.00551896
0.0
0.00682195
-0.00878262
-0.00157562
0.00824007
