RLNS_3
-0.272645
-0.664804
2.57842
0.611042
0.418159
-0.84251
0.908858
-1.83309
3.75024
3.19345
-2.52559
0.42228
-0.907367
3.73515
-0.398333
-0.696013
0.816251
0.908677
0.648462
-2.06587
0.00270196
1.59792
1.03352
-0.0232483
3.45804
0.493374
-2.22193
1.85576
-2.39601
-0.763113
-1.64364
-1.93233
-0.938854
0.341388
0.664995
0.239427
0.0374305
-0.898785
1.58496
0.21183
1.05044
-2.22641
-0.166793
1.96401
-0.0522915
-0.749455
-0.735248
1.17739
3.10234
-1.16364
1.31973
-0.888998
2.47498
-2.09591
0.526741
1.98931
-1.54349
1.11422
-0.61239
-1.8315
-0.923395
-3.1576
-0.154368
1.94766
2.5804
0.246699
2.94875
0.0
-4.06982
0.115676
-0.867068
-2.93459
