AS_3
0.0187514
0.0109085
0.024598
0.0347197
0.0273218
0.0307217
0.0155175
0.0346094
0.0245891
0.0126822
0.0444522
0.0264748
0.045379
0.0425155
0.0520445
0.0335556
0.0160781
0.0170908
0.0424857
0.0188999
0.039874
0.0492004
0.0169116
0.0305671
0.0193397
0.0222476
0.0470736
0.023759
0.0450082
0.0234061
0.0523719
0.0416337
0.0224412
0.035925
0.0312215
0.0220922
0.0413052
0.0196544
0.00921787
0.0321395
0.0208402
0.0424251
0.0328189
0.012394
0.0245639
0.0565804
0.0143575
0.0371671
0.0320581
0.0311861
0.025717
0.00352167
0.0451562
0.0261839
0.0381549
0.0350566
0.0133285
0.0237034
0.0218802
0.0389448
0.00258805
0.0185616
0.0699686
0.0120122
0.02058
0.0339426
0.02926
0.0
0.0549297
0.0416448
0.0234572
0.0434544
