DZMAJDX_LOC
-0.0233231
-0.0620689
0.0766346
-0.0192694
0.0571377
-0.0723265
-0.0637613
0.0174323
-0.0248695
0.092204
0.00315484
-0.129412
-0.176038
-0.0214057
-0.0125855
0.0115478
-0.0502647
0.0764411
-0.0178981
0.061721
-0.0399111
-0.0273957
-0.0521822
-0.0664691
0.0618394
0.0385644
-0.0534047
-0.0476865
0.0610965
-0.100553
0.0114852
-0.0195325
0.0780372
-0.126367
-0.099262
-0.0493272
-0.0873683
-0.10079
0.0907799
0.095406
-0.038598
0.105152
-0.163341
0.0731815
-0.081385
0.0857142
-0.116684
0.0110276
-0.165063
-0.01305
0.224895
-0.00986498
-0.00538869
-0.0613529
-0.0255563
0.0588308
0.0938073
-0.0940546
-0.0603104
-0.0636617
-0.0437295
-0.00625987
-0.0300223
-0.0765461
0.0868699
-0.0499895
-0.00677716
0.0
-0.000332246
-0.0587941
-0.0305579
0.0737701
